,Rooms,Bathroom,Landsize,Lattitude,Longtitude,Train_Price,Predicted_Price
2215,4,2.0,147.0,-37.8852,144.9997,1100000.0,1100000.0
2216,2,1.0,295.0,-37.8904,145.013,930000.0,930000.0
2217,3,2.0,391.0,-37.8885,145.0133,1755000.0,1755000.0
2218,4,1.0,489.0,-37.8916,145.0123,1400000.0,1400000.0
2219,3,2.0,319.0,-37.8922,145.0112,1240000.0,1240000.0
2220,2,1.0,99.0,-37.8951,145.0085,700000.0,700000.0
2221,2,1.0,815.0,-37.8857,145.0136,591000.0,591000.0
2222,2,1.0,0.0,-37.8838,145.0095,537000.0,537000.0
2223,3,2.0,347.0,-37.8833,145.0118,1805000.0,1805000.0
2224,3,2.0,331.0,-37.8847,144.9992,800000.0,800000.0
2225,3,1.0,275.0,-37.8859,144.9994,965000.0,965000.0
2226,2,2.0,155.0,-37.8887,145.0046,1160000.0,1160000.0
2227,3,2.0,108.0,-37.8858,145.0012,820000.0,820000.0
2228,4,2.0,527.0,-37.883,145.0043,2600000.0,2600000.0
2229,2,1.0,198.0,-37.8824,145.0133,900000.0,900000.0
2230,3,1.0,463.0,-37.8879,145.0134,1390000.0,1390000.0
2231,3,2.0,179.0,-37.8961,145.0125,1071000.0,1071000.0
2232,3,2.0,492.0,-37.8789,145.0048,1800000.0,1800000.0
2233,3,2.0,419.0,-37.8817,145.0126,2345000.0,2345000.0
2234,2,1.0,0.0,-37.8829,145.0033,741000.0,741000.0
2235,2,1.0,1764.0,-37.8889,145.0043,626000.0,626000.0
2236,3,1.0,590.0,-37.8807,145.0005,2160000.0,2160000.0
2237,4,2.0,661.0,-37.8844,145.0117,3000000.0,3000000.0
2238,3,2.0,195.0,-37.8831,145.0127,1500000.0,1500000.0
2239,4,3.0,386.0,-37.883,144.999,1650000.0,1650000.0
2240,3,2.0,108.0,-37.8861,145.0014,850000.0,850000.0
2241,3,2.0,517.0,-37.8813,145.0063,1750000.0,1750000.0
2242,3,1.0,351.0,-37.8832,145.0133,1450000.0,1450000.0
2243,4,3.0,669.0,-37.8871,145.0081,2806000.0,2806000.0
2244,3,1.0,0.0,-37.8921,145.0106,782000.0,782000.0
2245,4,2.0,125.0,-37.8855,145.001,1007000.0,1007000.0
2246,4,2.0,376.0,-37.892,145.00799999999995,1450000.0,1450000.0
2247,2,1.0,0.0,-37.8822,144.9994,500000.0,500000.0
2248,4,3.0,701.0,-37.8897,145.00799999999995,2600000.0,2600000.0
2249,2,1.0,147.0,-37.8849,144.9993,895000.0,895000.0
2250,2,2.0,0.0,-37.8868,145.0,751000.0,751000.0
2251,4,3.0,420.0,-37.8891,145.0102,2050000.0,2050000.0
2252,3,1.0,418.0,-37.8831,145.0153,1605000.0,1605000.0
2253,2,0.0,0.0,-37.8863,144.9996,410000.0,410000.0
2254,2,1.0,0.0,-37.8889,145.0043,577000.0,577000.0
2255,1,1.0,0.0,-37.8761,144.9871,520000.0,520000.0
2256,3,2.0,1170.0,-37.8831,144.9801,1350000.0,1350000.0
2257,1,1.0,0.0,-37.882,144.9785,392500.0,392500.0
2258,2,1.0,0.0,-37.8752,144.9911,507000.0,507000.0
2259,2,1.0,553.0,-37.8802,144.9942,525000.0,525000.0
2260,3,1.0,463.0,-37.8787,144.985,2116000.0,2116000.0
2261,2,1.0,0.0,-37.8791,144.9923,750000.0,750000.0
2262,1,1.0,0.0,-37.8857,144.9884,510000.0,510000.0
2263,2,1.0,0.0,-37.8808,144.9847,599999.0,599999.0
2264,1,1.0,0.0,-37.8749,144.9842,300000.0,300000.0
2265,3,2.0,400.0,-37.8829,144.9797,1395000.0,1395000.0
2266,2,1.0,1966.0,-37.8725,144.9848,855000.0,855000.0
2267,2,2.0,2381.0,-37.8831,144.9841,1050000.0,1050000.0
2268,2,1.0,2925.0,-37.8867,144.9836,955000.0,955000.0
2269,2,1.0,510.0,-37.881,144.9837,680000.0,680000.0
2270,3,1.0,327.0,-37.8846,144.9879,1911000.0,1911000.0
2271,2,1.0,0.0,-37.8794,144.9938,790000.0,790000.0
2272,2,1.0,0.0,-37.8839,144.9855,550000.0,550000.0
2273,1,1.0,0.0,-37.8785,144.9885,357000.0,357000.0
2274,2,1.0,0.0,-37.8818,144.9918,685000.0,685000.0
2275,2,1.0,163.0,-37.8778,144.9904,1210000.0,1210000.0
2276,2,1.0,0.0,-37.874,144.9819,825000.0,825000.0
2277,3,1.0,257.0,-37.881,144.9841,1050000.0,1050000.0
2278,2,1.0,0.0,-37.8831,144.9855,601000.0,632000.0
2279,2,1.0,0.0,-37.885,144.991,582500.0,582500.0
2280,1,1.0,0.0,-37.8831,144.9918,485000.0,485000.0
2281,2,2.0,317.0,-37.8815,144.9903,660000.0,660000.0
2282,2,1.0,483.0,-37.874,144.9835,575000.0,575000.0
2283,2,1.0,0.0,-37.8757,144.9853,590000.0,590000.0
2284,3,2.0,116.0,-37.8789,144.9836,1238000.0,1238000.0
2285,2,1.0,626.0,-37.8791,144.9923,640000.0,640000.0
2286,2,1.0,0.0,-37.8831,144.9896,510000.0,510000.0
2287,2,1.0,0.0,-37.8758,144.9874,717000.0,717000.0
2288,4,2.0,223.0,-37.882,144.993,1875000.0,1875000.0
2289,2,1.0,249.0,-37.8778,144.9866,1180000.0,1180000.0
2290,3,1.0,0.0,-37.8726,144.9846,780000.0,780000.0
2291,3,2.0,75.0,-37.8843,144.9917,878500.0,878500.0
2292,3,2.0,737.0,-37.8839,144.9831,3572000.0,3572000.0
2293,2,1.0,0.0,-37.8844,144.9855,1015000.0,1015000.0
2294,3,1.0,0.0,-37.8808,144.9893,940000.0,940000.0
2295,2,1.0,0.0,-37.8828,144.9897,630000.0,630000.0
2296,3,2.0,316.0,-37.875,144.9813,1700000.0,1700000.0
2297,2,1.0,1622.0,-37.8716,144.9869,686000.0,686000.0
2298,2,1.0,0.0,-37.8751,144.987,560000.0,560000.0
2299,2,1.0,0.0,-37.8809,144.9833,765000.0,765000.0
2300,2,2.0,0.0,-37.883,144.9916,670000.0,670000.0
2301,3,2.0,246.0,-37.8861,144.9877,1625000.0,1625000.0
2302,2,2.0,0.0,-37.8744,144.9888,1122000.0,1122000.0
2303,2,1.0,1307.0,-37.8838,144.9853,559000.0,559000.0
2304,1,1.0,1547.0,-37.8749,144.9903,369000.0,369000.0
2305,2,1.0,0.0,-37.8749,144.9799,525500.0,525500.0
2306,4,2.0,560.0,-37.8822,144.9913,2400000.0,2400000.0
2307,2,1.0,0.0,-37.8902,144.9907,655000.0,655000.0
2308,2,1.0,0.0,-37.875,144.991,684000.0,684000.0
2309,1,1.0,0.0,-37.8895,144.9902,451000.0,451000.0
2310,2,1.0,0.0,-37.8761,144.9821,500000.0,500000.0
2311,2,1.0,0.0,-37.8811,144.9797,680000.0,680000.0
2312,2,1.0,0.0,-37.8715,144.9873,600000.0,600000.0
2313,1,1.0,0.0,-37.8767,144.9849,370000.0,370000.0
2314,2,1.0,0.0,-37.8861,144.9863,612000.0,612000.0
2315,3,2.0,218.0,-37.8758,144.9798,1561000.0,1561000.0
2316,1,1.0,644.0,-37.8798,144.994,390000.0,390000.0
2317,1,1.0,0.0,-37.8766,144.991,313000.0,313000.0
2318,2,1.0,0.0,-37.8817,144.984,630000.0,630000.0
2319,3,1.0,345.0,-37.8865,144.9891,1675000.0,1675000.0
2320,1,1.0,900.0,-37.8839,144.9848,470000.0,470000.0
2321,2,1.0,0.0,-37.8757,144.987,640000.0,640000.0
2322,2,2.0,799.0,-37.8818,144.9918,932000.0,932000.0
2323,2,1.0,0.0,-37.8842,144.9829,645000.0,645000.0
2324,1,1.0,0.0,-37.8839,144.9903,347000.0,347000.0
2325,2,1.0,0.0,-37.8725,144.9854,875000.0,875000.0
2326,2,1.0,0.0,-37.8895,144.9902,582500.0,582500.0
2327,2,1.0,0.0,-37.8831,144.9855,601000.0,570000.0
2328,4,3.0,235.0,-37.8775,144.9808,1875000.0,1875000.0
2329,1,1.0,0.0,-37.8768,144.9905,326000.0,326000.0
2330,1,1.0,0.0,-37.8784,144.9864,340000.0,340000.0
2331,4,3.0,348.0,-37.8748,144.9778,2200000.0,2200000.0
2332,2,1.0,0.0,-37.8828,144.9899,687500.0,687500.0
2333,2,1.0,0.0,-37.8753,144.9902,661000.0,680000.0
2334,2,1.0,0.0,-37.874,144.9903,730000.0,730000.0
2335,2,1.0,0.0,-37.8809,144.9947,526000.0,526000.0
2336,3,2.0,758.0,-37.8768,144.9845,920000.0,920000.0
2337,3,2.0,374.0,-37.8747,144.987,1830000.0,1830000.0
2338,2,2.0,1307.0,-37.8838,144.9853,572500.0,572500.0
2339,3,1.0,393.0,-37.8835,144.9873,1925000.0,1925000.0
2340,3,2.0,684.0,-37.7585,144.9317,1425000.0,1425000.0
2341,2,1.0,263.0,-37.7418,144.8977,660000.0,660000.0
2342,2,1.0,0.0,-37.7575,144.9298,550000.0,550000.0
2343,3,1.0,445.0,-37.7505,144.8934,980000.0,980000.0
2344,3,1.0,688.0,-37.7578,144.9317,1295000.0,1295000.0
2345,4,1.0,733.0,-37.7587,144.91,1900000.0,1900000.0
2346,2,1.0,752.0,-37.7553,144.9302,595000.0,595000.0
2347,3,2.0,225.0,-37.7454,144.8987,911000.0,911000.0
2348,4,2.0,288.0,-37.7562,144.9286,900000.0,900000.0
2349,2,1.0,0.0,-37.7495,144.9205,645000.0,645000.0
2350,4,2.0,704.0,-37.7509,144.9219,1965000.0,1965000.0
2351,3,2.0,282.0,-37.7491,144.8917,840000.0,840000.0
2352,2,1.0,168.0,-37.758,144.9311,702500.0,702500.0
2353,3,1.0,549.0,-37.7479,144.8931,960000.0,960000.0
2354,4,2.0,291.0,-37.7544,144.9325,1670000.0,1670000.0
2355,3,2.0,789.0,-37.7558,144.9073,1100000.0,1100000.0
2356,4,2.0,648.0,-37.7493,144.9112,1800000.0,1800000.0
2357,4,3.0,374.0,-37.7507,144.8911,1250000.0,1250000.0
2358,3,1.0,754.0,-37.7528,144.8967,1365000.0,1365000.0
2359,2,1.0,646.0,-37.7502,144.8923,1130000.0,1130000.0
2360,2,1.0,0.0,-37.7569,144.9256,370000.0,370000.0
2361,3,2.0,188.0,-37.7532,144.9178,1467000.0,1467000.0
2362,2,1.0,634.0,-37.7406,144.894,1315000.0,1315000.0
2363,3,1.0,669.0,-37.7534,144.9154,2390000.0,2390000.0
2364,3,2.0,307.0,-37.7543,144.9249,1240000.0,1240000.0
2365,2,1.0,0.0,-37.7557,144.9222,456000.0,456000.0
2366,5,4.0,877.0,-37.7491,144.9002,2800000.0,2800000.0
2367,1,1.0,0.0,-37.7447,144.9184,325000.0,325000.0
2368,2,1.0,0.0,-37.7504,144.9051,521000.0,521000.0
2369,2,1.0,228.0,-37.7531,144.9059,645000.0,645000.0
2370,4,3.0,256.0,-37.7527,144.8957,1160000.0,1160000.0
2371,2,1.0,916.0,-37.7502,144.9065,445000.0,445000.0
2372,6,4.0,860.0,-37.7484,144.9025,2620000.0,2620000.0
2373,3,1.0,533.0,-37.7462,144.8953,1226000.0,1226000.0
2374,3,1.0,477.0,-37.7499,144.9127,825000.0,825000.0
2375,4,2.0,554.0,-37.7508,144.8937,1402000.0,1402000.0
2376,3,1.0,226.0,-37.7393,144.8931,897000.0,897000.0
2377,3,1.0,503.0,-37.7456,144.9059,1240000.0,1240000.0
2378,3,2.0,1021.0,-37.7415,144.8987,1990000.0,1990000.0
2379,3,1.0,396.0,-37.7484,144.8907,855000.0,855000.0
2380,4,2.0,725.0,-37.7551,144.9047,1775000.0,1775000.0
2381,2,1.0,0.0,-37.7547,144.9107,411000.0,411000.0
2382,4,2.0,503.0,-37.7513,144.8925,1275000.0,1275000.0
2383,5,2.0,611.0,-37.7527,144.9237,1800000.0,1800000.0
2384,4,3.0,475.0,-37.7418,144.8938,1590000.0,1590000.0
2385,2,1.0,0.0,-37.7598,144.9128,606000.0,606000.0
2386,3,2.0,619.0,-37.7543,144.9318,1385000.0,1385000.0
2387,3,2.0,160.0,-37.7403,144.8989,650000.0,650000.0
2388,2,1.0,0.0,-37.7545,144.8964,460000.0,460000.0
2389,3,2.0,291.0,-37.7499,144.8927,1000000.0,1000000.0
2390,3,1.0,464.0,-37.7545,144.9332,980000.0,980000.0
2391,2,1.0,0.0,-37.7486,144.9072,520000.0,520000.0
2392,2,1.0,160.0,-37.7421,144.8995,585000.0,585000.0
2393,4,2.0,696.0,-37.7465,144.8983,1295000.0,1295000.0
2394,3,1.0,190.0,-37.7418,144.8918,720000.0,720000.0
2395,2,1.0,196.0,-37.7515,144.9084,732500.0,732500.0
2396,4,1.0,638.0,-37.7523,144.9052,1585000.0,1635000.0
2397,2,1.0,0.0,-37.7504,144.9138,485000.0,485000.0
2398,3,1.0,503.0,-37.7463,144.8934,980000.0,980000.0
2399,3,2.0,282.0,-37.7468,144.9051,840000.0,840000.0
2400,2,1.0,244.0,-37.7543,144.9307,1001000.0,1001000.0
2401,3,2.0,0.0,-37.7546,144.9134,891000.0,891000.0
2402,2,1.0,502.0,-37.7498,144.9048,800000.0,800000.0
2403,5,3.0,700.0,-37.7461,144.9173,1575000.0,1575000.0
2404,1,1.0,0.0,-37.7475,144.9194,280000.0,280000.0
2405,4,2.0,683.0,-37.7439,144.9195,1467000.0,1467000.0
2406,3,1.0,438.0,-37.754,144.92600000000004,770000.0,770000.0
2407,2,1.0,0.0,-37.7534,144.9242,451500.0,446000.0
2408,2,1.0,649.0,-37.7445,144.9133,890000.0,890000.0
2409,2,1.0,319.0,-37.7555,144.9118,870000.0,870000.0
2410,4,2.0,858.0,-37.7442,144.8934,1500000.0,1500000.0
2411,3,1.0,635.0,-37.74,144.8941,1266000.0,1266000.0
2412,3,1.0,551.0,-37.7571,144.9335,1134000.0,1134000.0
2413,5,2.0,963.0,-37.7501,144.9048,1756000.0,1756000.0
2414,1,1.0,0.0,-37.7547,144.9107,320500.0,320500.0
2415,2,1.0,156.0,-37.746,144.9153,650000.0,650000.0
2416,2,1.0,477.0,-37.7503,144.911,1065000.0,1065000.0
2417,2,1.0,206.0,-37.7426,144.9,667000.0,667000.0
2418,4,2.0,601.0,-37.7434,144.9256,1610000.0,1610000.0
2419,3,1.0,855.0,-37.7432,144.8947,1695000.0,1695000.0
2420,2,1.0,225.0,-37.7548,144.9113,930000.0,930000.0
2421,4,1.0,700.0,-37.755,144.9233,1870000.0,1870000.0
2422,2,1.0,0.0,-37.7461,144.9058,395000.0,395000.0
2423,4,2.0,705.0,-37.7497,144.9089,1726000.0,1726000.0
2424,3,1.0,420.0,-37.7441,144.9041,1050000.0,1050000.0
2425,3,1.0,687.0,-37.7442,144.9045,1470000.0,1470000.0
2426,3,1.0,175.0,-37.7393,144.894,801500.0,801500.0
2427,2,1.0,0.0,-37.7444,144.9116,480000.0,480000.0
2428,3,1.0,388.0,-37.7508,144.9163,1475000.0,1475000.0
2429,3,1.0,253.0,-37.7397,144.898,750000.0,750000.0
2430,2,1.0,0.0,-37.7554,144.9127,390000.0,390000.0
2431,2,1.0,0.0,-37.7494,144.921,453000.0,453000.0
2432,4,2.0,0.0,-37.7465,144.91,1170000.0,1170000.0
2433,4,3.0,519.0,-37.7517,144.9086,1600000.0,1600000.0
2434,4,1.0,638.0,-37.7523,144.9052,1585000.0,1535000.0
2435,3,2.0,383.0,-37.7565,144.9241,1400000.0,1400000.0
2436,2,1.0,0.0,-37.7461,144.9079,435000.0,435000.0
2437,2,1.0,0.0,-37.7534,144.9242,451500.0,457000.0
2438,3,2.0,605.0,-37.7546,144.9042,1460000.0,1460000.0
2439,2,1.0,0.0,-37.7412,144.8974,736000.0,736000.0
2440,2,1.0,121.0,-37.7401,144.8923,405000.0,405000.0
2441,2,1.0,0.0,-37.745,144.915,450000.0,450000.0
2442,2,1.0,250.0,-37.7457,144.9061,740000.0,740000.0
2443,2,1.0,201.0,-37.7454,144.928,691000.0,691000.0
2444,2,1.0,0.0,-37.7558,144.9233,370000.0,370000.0
2445,4,2.0,715.0,-37.7582,144.9128,2355000.0,2355000.0
2446,2,1.0,0.0,-37.7488,144.9165,1255000.0,1255000.0
2447,4,1.0,650.0,-37.7452,144.8941,1560000.0,1560000.0
2448,3,1.0,687.0,-37.7585,144.9316,1330000.0,1330000.0
2449,3,2.0,858.0,-37.7417,144.8961,1625000.0,1625000.0
2450,3,1.0,300.0,-37.7548,144.9315,1150000.0,1150000.0
2451,3,1.0,325.0,-37.7525,144.9232,1085000.0,1085000.0
2452,6,2.0,870.0,-37.7517,144.9018,1800000.0,1800000.0
2453,2,1.0,0.0,-37.754,144.9209,360000.0,360000.0
2454,2,1.0,170.0,-37.7475,144.8959,645000.0,645000.0
2455,1,1.0,0.0,-37.7523,144.9221,250000.0,250000.0
2456,3,2.0,563.0,-37.7579,144.9114,1630000.0,1630000.0
2457,3,2.0,580.0,-37.753,144.891,850000.0,850000.0
2458,3,1.0,862.0,-37.7399,144.8964,872000.0,872000.0
2459,3,2.0,247.0,-37.7462,144.8949,935000.0,935000.0
2460,2,1.0,0.0,-37.7543,144.9066,630000.0,630000.0
2461,2,1.0,1011.0,-37.7556,144.9132,440000.0,440000.0
2462,5,3.0,657.0,-37.7548,144.9098,1811000.0,1811000.0
2463,3,2.0,440.0,-37.7524,144.9074,1500000.0,1500000.0
2464,3,1.0,605.0,-37.7541,144.9265,1290000.0,1290000.0
2465,3,1.0,429.0,-37.7453,144.9183,1045000.0,1045000.0
2466,3,1.0,618.0,-37.7442,144.9249,1290000.0,1290000.0
2467,2,1.0,414.0,-37.7466,144.8941,953000.0,953000.0
2468,3,1.0,0.0,-37.7566,144.9155,1100000.0,1100000.0
2469,3,1.0,0.0,-37.752,144.9079,820000.0,820000.0
2470,4,2.0,411.0,-37.757,144.9251,1270000.0,1270000.0
2471,3,2.0,400.0,-37.7542,144.9117,1445000.0,1445000.0
2472,4,1.0,533.0,-37.7509,144.8922,1113000.0,1113000.0
2473,2,1.0,0.0,-37.7482,144.908,370000.0,370000.0
2474,3,2.0,625.0,-37.7489,144.9073,1505000.0,1505000.0
2475,2,1.0,0.0,-37.7451,144.9145,590000.0,590000.0
2476,2,1.0,0.0,-37.7428,144.9086,396000.0,396000.0
2477,3,2.0,758.0,-37.7401,144.9013,1580000.0,1580000.0
2478,2,1.0,999.0,-37.7396,144.90200000000004,393000.0,393000.0
2479,1,1.0,0.0,-37.7428,144.9086,260000.0,260000.0
2480,3,1.0,766.0,-37.7388,144.9006,1320000.0,1320000.0
2481,2,1.0,88.0,-37.7389,144.8998,450000.0,450000.0
2482,5,3.0,463.0,-37.7379,144.9022,1360000.0,1360000.0
2483,2,1.0,0.0,-37.7433,144.9074,340000.0,340000.0
2484,3,2.0,0.0,-37.7364,144.8977,765000.0,765000.0
2485,4,2.0,607.0,-37.7371,144.8973,1605000.0,1605000.0
2486,3,2.0,189.0,-37.7374,144.9006,712000.0,712000.0
2487,3,2.0,10100.0,-37.7376,144.8954,1425000.0,1425000.0
2488,3,2.0,327.0,-37.7723,145.0179,1250000.0,1250000.0
2489,3,1.0,309.0,-37.7828,145.0154,1350000.0,1350000.0
2490,3,1.0,530.0,-37.7788,145.0203,1125000.0,1125000.0
2491,3,1.0,235.0,-37.7698,145.0183,1064000.0,1064000.0
2492,2,1.0,537.0,-37.7689,145.0177,1220000.0,1220000.0
2493,4,2.0,381.0,-37.7735,145.0192,1160000.0,1160000.0
2494,2,1.0,0.0,-37.7755,145.0178,505000.0,505000.0
2495,2,1.0,0.0,-37.7845,145.0105,575000.0,602000.0
2496,3,1.0,185.0,-37.7665,145.0175,846000.0,846000.0
2497,2,1.0,0.0,-37.7719,145.0195,400000.0,400000.0
2498,2,1.0,66.0,-37.7722,145.0178,610000.0,610000.0
2499,2,1.0,0.0,-37.7782,145.0162,445000.0,445000.0
2500,2,1.0,116.0,-37.7818,145.0161,730000.0,730000.0
2501,4,2.0,490.0,-37.7749,145.0242,1730000.0,1730000.0
2502,2,1.0,0.0,-37.7762,145.0213,438000.0,438000.0
2503,3,2.0,743.0,-37.7728,145.026,1700000.0,1700000.0
2504,2,1.0,1658.0,-37.7781,145.0157,510000.0,510000.0
2505,1,1.0,0.0,-37.7839,145.0171,300000.0,300000.0
2506,3,2.0,170.0,-37.7674,145.0209,750000.0,750000.0
2507,3,2.0,735.0,-37.7706,145.0225,2350000.0,2350000.0
2508,3,1.0,553.0,-37.7728,145.0214,1350000.0,1350000.0
2509,4,3.0,575.0,-37.7671,145.0176,2000000.0,2000000.0
2510,2,1.0,285.0,-37.774,145.0244,1010000.0,1010000.0
2511,3,1.0,630.0,-37.7713,145.0196,1065000.0,1065000.0
2512,2,1.0,140.0,-37.7697,145.0203,805000.0,805000.0
2513,3,1.0,382.0,-37.7696,145.0188,1055000.0,1055000.0
2514,2,1.0,0.0,-37.7845,145.0105,575000.0,548000.0
2515,3,1.0,0.0,-37.7714,145.0173,1500000.0,1500000.0
2516,2,1.0,0.0,-37.7732,145.0193,600000.0,600000.0
2517,3,1.0,453.0,-37.7772,145.0232,1510000.0,1510000.0
2518,2,1.0,0.0,-37.7682,145.0209,545000.0,545000.0
2519,3,1.0,590.0,-37.7673,145.02100000000004,1145000.0,1145000.0
2520,3,1.0,496.0,-37.7737,145.018,1375000.0,1375000.0
2521,2,1.0,128.0,-37.7941,144.9802,1000000.0,1000000.0
2522,3,2.0,0.0,-37.8029,144.975,1252000.0,1252000.0
2523,2,1.0,0.0,-37.7941,144.9802,810000.0,810000.0
2524,2,1.0,0.0,-37.7988,144.9772,692000.0,692000.0
2525,4,1.0,186.0,-37.8048,144.9806,1780000.0,1780000.0
2526,1,1.0,87.0,-37.8019,144.9821,947500.0,947500.0
2527,2,1.0,0.0,-37.8006,144.9814,1460000.0,1460000.0
2528,3,2.0,0.0,-37.7951,144.9776,1520000.0,1520000.0
2529,2,2.0,0.0,-37.7953,144.9775,880000.0,880000.0
2530,4,4.0,337.0,-37.8052,144.9739,3310000.0,3310000.0
2531,3,2.0,138.0,-37.795,144.9806,1481000.0,1481000.0
2532,3,2.0,187.0,-37.8003,144.9806,2200000.0,2200000.0
2533,3,1.0,113.0,-37.7966,144.9821,1250000.0,1250000.0
2534,2,1.0,95.0,-37.8032,144.9825,1440000.0,1440000.0
2535,2,1.0,141.0,-37.7946,144.9765,1315000.0,1315000.0
2536,4,1.0,177.0,-37.7999,144.9759,1950000.0,1950000.0
2537,1,1.0,0.0,-37.7941,144.9802,597000.0,597000.0
2538,2,1.0,0.0,-37.799,144.9756,650000.0,650000.0
2539,1,1.0,0.0,-37.7974,144.9799,465000.0,465000.0
2540,4,2.0,132.0,-37.8004,144.9768,1620000.0,1620000.0
2541,3,2.0,261.0,-37.803,144.9806,1600000.0,1600000.0
2542,3,2.0,2782.0,-37.8005,144.9787,850000.0,850000.0
2543,2,1.0,0.0,-37.7967,144.9836,752500.0,790000.0
2544,2,1.0,106.0,-37.7968,144.9781,1122000.0,1122000.0
2545,2,2.0,0.0,-37.8035,144.9826,660000.0,660000.0
2546,2,1.0,157.0,-37.7941,144.98,1300000.0,1300000.0
2547,1,1.0,782.0,-37.8055,144.9809,420000.0,420000.0
2548,2,1.0,0.0,-37.7967,144.9836,752500.0,715000.0
2549,1,1.0,0.0,-37.7964,144.9839,458000.0,458000.0
2550,2,2.0,64.0,-37.7956,144.9804,800000.0,800000.0
2551,2,1.0,0.0,-37.7953,144.9775,710000.0,710000.0
2552,2,1.0,0.0,-37.8024,144.9835,630000.0,630000.0
2553,4,3.0,286.0,-37.7999,144.9755,4011000.0,4011000.0
2554,2,1.0,67.0,-37.7969,144.9759,677000.0,677000.0
2555,2,2.0,4332.0,-37.7846,144.9785,700000.0,700000.0
2556,2,1.0,104.0,-37.7927,144.9796,860000.0,860000.0
2557,2,1.0,107.0,-37.7898,144.9794,870000.0,870000.0
2558,2,1.0,152.0,-37.791,144.9809,1116000.0,1116000.0
2559,4,2.0,266.0,-37.7797,144.9861,1450000.0,1450000.0
2560,2,3.0,2778.0,-37.7903,144.9859,930000.0,930000.0
2561,2,2.0,4296.0,-37.7846,144.9785,710000.0,700000.0
2562,3,2.0,177.0,-37.7851,144.9934,2170000.0,2170000.0
2563,1,1.0,0.0,-37.7925,144.9786,358500.0,358500.0
2564,3,1.0,249.0,-37.7754,144.9806,1000000.0,1000000.0
2565,2,2.0,134.0,-37.7916,144.9784,770000.0,770000.0
2566,2,1.0,150.0,-37.7833,144.9819,1008000.0,1008000.0
2567,3,2.0,112.0,-37.7912,144.9825,1015000.0,1015000.0
2568,3,1.0,197.0,-37.7835,144.9816,1371000.0,1371000.0
2569,2,2.0,0.0,-37.7903,144.9859,1054000.0,1054000.0
2570,2,1.0,122.0,-37.7818,144.9863,1055000.0,1055000.0
2571,2,2.0,4296.0,-37.7846,144.9785,710000.0,720000.0
2572,3,1.0,275.0,-37.7779,144.9862,1286000.0,1286000.0
2573,3,1.0,176.0,-37.7892,144.9773,1655000.0,1655000.0
2574,3,1.0,148.0,-37.7835,144.9799,1181000.0,1181000.0
2575,3,3.0,188.0,-37.7829,144.9788,1600000.0,1600000.0
2576,5,2.0,818.0,-37.7749,144.9864,2875000.0,2875000.0
2577,2,1.0,145.0,-37.791,144.9779,990000.0,990000.0
2578,4,2.0,233.0,-37.7786,144.9818,1950000.0,1950000.0
2579,4,2.0,445.0,-37.786,144.9864,3400000.0,3400000.0
2580,4,2.0,188.0,-37.7815,144.9869,1785000.0,1785000.0
2581,2,1.0,143.0,-37.7887,144.9888,1315000.0,1315000.0
2582,2,1.0,223.0,-37.7829,144.9782,1210000.0,1210000.0
2583,3,2.0,104.0,-37.7813,144.9834,1275000.0,1275000.0
2584,3,1.0,378.0,-37.7739,144.9819,1141000.0,1141000.0
2585,2,1.0,148.0,-37.7841,144.9793,1255000.0,1255000.0
2586,3,2.0,240.0,-37.782,144.9834,1700000.0,1700000.0
2587,2,1.0,136.0,-37.7819,144.9824,1290000.0,1290000.0
2588,2,2.0,0.0,-37.7761,144.9792,750000.0,750000.0
2589,3,1.0,0.0,-37.7899,144.9869,674000.0,674000.0
2590,2,1.0,0.0,-37.7918,144.9824,675000.0,675000.0
2591,4,3.0,127.0,-37.7855,144.9789,1700000.0,1700000.0
2592,2,1.0,106.0,-37.7823,144.9864,875000.0,875000.0
2593,3,2.0,77.0,-37.7923,144.9776,1080000.0,1080000.0
2594,3,1.0,225.0,-37.7852,144.9868,1851000.0,1851000.0
2595,2,1.0,487.0,-37.7737,144.9822,1222500.0,1222500.0
2596,1,1.0,0.0,-37.782,144.9896,330000.0,330000.0
2597,2,1.0,0.0,-37.7848,144.9806,1232000.0,1232000.0
2598,1,1.0,153.0,-37.7851,144.9784,899000.0,899000.0
2599,3,1.0,475.0,-37.7786,144.9846,2300000.0,2300000.0
2600,2,1.0,100.0,-37.788,144.9791,937500.0,937500.0
2601,3,2.0,357.0,-37.7778,144.9824,1710000.0,1710000.0
2602,3,1.0,370.0,-37.7794,144.9892,1600000.0,1600000.0
2603,3,1.0,203.0,-37.7834,144.9862,1300000.0,1300000.0
2604,4,2.0,197.0,-37.7828,144.9832,2300000.0,2300000.0
2605,2,1.0,4296.0,-37.7846,144.9785,490000.0,490000.0
2606,3,2.0,127.0,-37.7851,144.9809,1300000.0,1300000.0
2607,3,1.0,309.0,-37.776,144.9832,1300000.0,1300000.0
2608,3,2.0,202.0,-37.7835,144.9867,2150000.0,2150000.0
2609,3,2.0,0.0,-37.7918,144.9824,775000.0,775000.0
2610,3,1.0,193.0,-37.7836,144.985,1581000.0,1581000.0
2611,2,1.0,0.0,-37.7794,144.989,602000.0,602000.0
2612,2,1.0,0.0,-37.777,144.9838,650000.0,650000.0
2613,2,1.0,204.0,-37.7824,144.9801,1283000.0,1283000.0
2614,3,2.0,118.0,-37.7839,144.9807,1450000.0,1450000.0
